期間,出口-合計_原始值,出口-合計_年增率(%),出口-合計_原始值,出口-合計_年增率(%),出口-動物及動物產品_原始值,出口-動物及動物產品_年增率(%),出口-動物及動物產品_原始值,出口-動物及動物產品_年增率(%),出口-動物及動物產品-(1)水產品_原始值,出口-動物及動物產品-(1)水產品_年增率(%),出口-動物及動物產品-(1)水產品_原始值,出口-動物及動物產品-(1)水產品_年增率(%),出口-植物產品_原始值,出口-植物產品_年增率(%),出口-植物產品_原始值,出口-植物產品_年增率(%),出口-調製食品、飲料及菸業_原始值,出口-調製食品、飲料及菸業_年增率(%),出口-調製食品、飲料及菸業_原始值,出口-調製食品、飲料及菸業_年增率(%),出口-礦產品_原始值,出口-礦產品_年增率(%),出口-礦產品_原始值,出口-礦產品_年增率(%),出口-化學品_原始值,出口-化學品_年增率(%),出口-化學品_原始值,出口-化學品_年增率(%),出口-塑膠、橡膠及其製品_原始值,出口-塑膠、橡膠及其製品_年增率(%),出口-塑膠、橡膠及其製品_原始值,出口-塑膠、橡膠及其製品_年增率(%),出口-塑膠、橡膠及其製品-(1)塑膠及其製品_原始值,出口-塑膠、橡膠及其製品-(1)塑膠及其製品_年增率(%),出口-塑膠、橡膠及其製品-(1)塑膠及其製品_原始值,出口-塑膠、橡膠及其製品-(1)塑膠及其製品_年增率(%),出口-塑膠、橡膠及其製品-(2)橡膠及其製品_原始值,出口-塑膠、橡膠及其製品-(2)橡膠及其製品_年增率(%),出口-塑膠、橡膠及其製品-(2)橡膠及其製品_原始值,出口-塑膠、橡膠及其製品-(2)橡膠及其製品_年增率(%),出口-皮革、毛皮製品_原始值,出口-皮革、毛皮製品_年增率(%),出口-皮革、毛皮製品_原始值,出口-皮革、毛皮製品_年增率(%),出口-木材、木製品及編結品、合板_原始值,出口-木材、木製品及編結品、合板_年增率(%),出口-木材、木製品及編結品、合板_原始值,出口-木材、木製品及編結品、合板_年增率(%),出口-紡織品_原始值,出口-紡織品_年增率(%),出口-紡織品_原始值,出口-紡織品_年增率(%),出口-紡織品-(1)紗布_原始值,出口-紡織品-(1)紗布_年增率(%),出口-紡織品-(1)紗布_原始值,出口-紡織品-(1)紗布_年增率(%),出口-紡織品-(2)成衣_原始值,出口-紡織品-(2)成衣_年增率(%),出口-紡織品-(2)成衣_原始值,出口-紡織品-(2)成衣_年增率(%),出口-鞋、帽、雨傘、羽毛製品、人造花、人髮製品_原始值,出口-鞋、帽、雨傘、羽毛製品、人造花、人髮製品_年增率(%),出口-鞋、帽、雨傘、羽毛製品、人造花、人髮製品_原始值,出口-鞋、帽、雨傘、羽毛製品、人造花、人髮製品_年增率(%),出口-石料、水泥、陶瓷、玻璃及其製品_原始值,出口-石料、水泥、陶瓷、玻璃及其製品_年增率(%),出口-石料、水泥、陶瓷、玻璃及其製品_原始值,出口-石料、水泥、陶瓷、玻璃及其製品_年增率(%),出口-基本金屬及其製品_原始值,出口-基本金屬及其製品_年增率(%),出口-基本金屬及其製品_原始值,出口-基本金屬及其製品_年增率(%),出口-基本金屬及其製品-(1)鋼鐵及其製品_原始值,出口-基本金屬及其製品-(1)鋼鐵及其製品_年增率(%),出口-基本金屬及其製品-(1)鋼鐵及其製品_原始值,出口-基本金屬及其製品-(1)鋼鐵及其製品_年增率(%),出口-基本金屬及其製品-(2)其他金屬製品_原始值,出口-基本金屬及其製品-(2)其他金屬製品_年增率(%),出口-基本金屬及其製品-(2)其他金屬製品_原始值,出口-基本金屬及其製品-(2)其他金屬製品_年增率(%),出口-機械及電機設備_原始值,出口-機械及電機設備_年增率(%),出口-機械及電機設備_原始值,出口-機械及電機設備_年增率(%),出口-機械及電機設備-(1)電子產品_原始值,出口-機械及電機設備-(1)電子產品_年增率(%),出口-機械及電機設備-(1)電子產品_原始值,出口-機械及電機設備-(1)電子產品_年增率(%),出口-機械及電機設備-(2)機械_原始值,出口-機械及電機設備-(2)機械_年增率(%),出口-機械及電機設備-(2)機械_原始值,出口-機械及電機設備-(2)機械_年增率(%),出口-機械及電機設備-(3)電機產品_原始值,出口-機械及電機設備-(3)電機產品_年增率(%),出口-機械及電機設備-(3)電機產品_原始值,出口-機械及電機設備-(3)電機產品_年增率(%),出口-機械及電機設備-(4)資訊與通信產品_原始值,出口-機械及電機設備-(4)資訊與通信產品_年增率(%),出口-機械及電機設備-(4)資訊與通信產品_原始值,出口-機械及電機設備-(4)資訊與通信產品_年增率(%),出口-機械及電機設備-(5)家用電器_原始值,出口-機械及電機設備-(5)家用電器_年增率(%),出口-機械及電機設備-(5)家用電器_原始值,出口-機械及電機設備-(5)家用電器_年增率(%),出口-車輛、航空器、船舶及有關運輸設備_原始值,出口-車輛、航空器、船舶及有關運輸設備_年增率(%),出口-車輛、航空器、船舶及有關運輸設備_原始值,出口-車輛、航空器、船舶及有關運輸設備_年增率(%),出口-精密儀器、鐘錶、樂器_原始值,出口-精密儀器、鐘錶、樂器_年增率(%),出口-精密儀器、鐘錶、樂器_原始值,出口-精密儀器、鐘錶、樂器_年增率(%),出口-精密儀器、鐘錶、樂器-(1)光學照相、計量、醫療等器材_原始值,出口-精密儀器、鐘錶、樂器-(1)光學照相、計量、醫療等器材_年增率(%),出口-精密儀器、鐘錶、樂器-(1)光學照相、計量、醫療等器材_原始值,出口-精密儀器、鐘錶、樂器-(1)光學照相、計量、醫療等器材_年增率(%),出口-精密儀器、鐘錶、樂器-(2)鐘錶_原始值,出口-精密儀器、鐘錶、樂器-(2)鐘錶_年增率(%),出口-精密儀器、鐘錶、樂器-(2)鐘錶_原始值,出口-精密儀器、鐘錶、樂器-(2)鐘錶_年增率(%),出口-玩具遊戲品與運動用品及其零、附件_原始值,出口-玩具遊戲品與運動用品及其零、附件_年增率(%),出口-玩具遊戲品與運動用品及其零、附件_原始值,出口-玩具遊戲品與運動用品及其零、附件_年增率(%),出口-其他_原始值,出口-其他_年增率(%),出口-其他_原始值,出口-其他_年增率(%),出口-其他-家具_原始值,出口-其他-家具_年增率(%),出口-其他-家具_原始值,出口-其他-家具_年增率(%)
2008M02,"563,287",15.26,"17,624.8",18.29,"3,349",18.34,104.8,21.44,"2,978",25.50,93.2,28.91,584,5.99,18.3,8.93,"1,204",2.82,37.7,5.60,"44,683",72.43,"1,398.1",76.97,"43,790",76.19,"1,370.2",80.84,"43,626",24.90,"1,365.0",28.18,"38,640",26.98,"1,209.0",30.32,"4,986",10.82,156.0,13.70,"1,764",9.50,55.2,12.42,499,-11.84,15.6,-9.83,"22,314",-2.37,698.2,0.20,"16,118",-1.56,504.3,1.02,"1,291",-33.90,40.4,-32.21,874,-15.64,27.4,-13.29,"3,283",26.03,102.7,29.35,"58,750",0.00,"1,838.2",2.62,"38,263",-1.25,"1,197.2",1.35,"20,487",2.42,641.0,5.12,"250,014",5.53,"7,822.7",8.30,"141,410",7.45,"4,424.6",10.28,"31,741",4.95,993.1,7.70,"31,564",46.03,987.6,49.86,"21,226",6.07,664.1,8.85,"1,341",3.07,42.0,5.79,"17,892",-5.71,559.8,-3.23,"50,951",34.72,"1,594.2",38.27,"48,296",38.13,"1,511.1",41.77,271,23.18,8.5,26.87,"3,611",-11.02,113.0,-8.65,"16,098",21.26,503.7,24.43,"2,742",-13.15,85.8,-10.81
2008M03,"749,469",15.23,"24,239.0",22.69,"3,784",20.09,122.4,27.90,"3,107",15.67,100.5,23.16,999,3.85,32.3,10.62,"2,281",51.36,73.8,61.14,"46,544",83.32,"1,505.3",95.16,"55,841",46.93,"1,806.0",56.43,"59,543",15.79,"1,925.7",23.28,"52,641",16.01,"1,702.5",23.52,"6,902",14.10,223.2,21.44,"3,072",2.81,99.3,9.36,780,10.48,25.2,17.21,"33,588",-1.23,"1,086.3",5.16,"25,267",-0.35,817.2,6.10,"1,458",-23.34,47.2,-18.34,"1,342",-0.15,43.4,6.37,"4,583",17.06,148.2,24.64,"81,672",4.82,"2,641.4",11.60,"51,666",2.59,"1,670.9",9.22,"30,007",8.89,970.5,15.94,"331,976",3.02,"10,736.6",9.68,"181,809",-1.08,"5,880.0",5.31,"46,203",16.97,"1,494.3",24.54,"45,783",31.24,"1,480.7",39.73,"25,579",9.26,827.3,16.32,"1,957",7.59,63.3,14.47,"25,712",21.45,831.6,29.31,"71,283",58.76,"2,305.4",69.03,"67,538",62.28,"2,184.3",72.78,334,6.03,10.8,12.50,"4,769",-1.63,154.2,4.68,"21,700",36.50,701.8,45.33,"3,629",2.86,117.4,9.51
2008M04,"682,282",4.20,"22,584.7",13.93,"3,544",23.74,117.3,35.29,"2,899",25.77,96.0,37.54,"1,026",10.32,34.0,20.57,"2,093",7.94,69.3,18.06,"41,538",38.88,"1,375.0",51.83,"49,953",33.60,"1,653.5",46.07,"54,848",6.33,"1,815.6",16.26,"48,126",5.62,"1,593.1",15.48,"6,722",11.72,222.5,22.12,"2,994",-5.16,99.1,3.66,701,-10.36,23.2,-2.11,"31,429",-8.32,"1,040.3",0.23,"23,998",-8.96,794.4,-0.46,"1,516",-12.92,50.2,-4.74,"1,237",-0.56,40.9,8.49,"3,901",-2.55,129.1,6.52,"75,923",-3.04,"2,513.2",6.01,"48,265",-4.69,"1,597.7",4.21,"27,658",-0.03,915.5,9.30,"300,634",-4.45,"9,951.5",4.47,"164,413",-5.72,"5,442.3",3.08,"42,386",-2.04,"1,403.1",7.12,"37,813",5.55,"1,251.7",15.40,"25,603",1.84,847.5,11.35,"1,998",13.78,66.1,24.25,"23,540",7.42,779.2,17.46,"63,591",28.69,"2,105.0",40.70,"60,380",32.00,"1,998.7",44.32,216,-24.48,7.2,-17.24,"4,675",-3.43,154.7,5.60,"20,655",17.54,683.7,28.52,"3,470",-5.24,114.9,3.61
2008M05,"719,973",10.65,"23,590.2",20.48,"4,024",15.90,131.9,26.22,"3,519",19.17,115.3,29.70,"1,009",-4.54,33.1,4.09,"2,025",11.69,66.4,21.61,"64,437",132.89,"2,111.3",153.58,"52,510",30.57,"1,720.5",42.17,"58,398",5.31,"1,913.4",14.66,"51,620",6.35,"1,691.3",15.79,"6,778",-1.92,222.1,6.78,"3,189",-8.81,104.5,-0.67,693,-16.81,22.7,-9.56,"31,943",-11.13,"1,046.6",-3.24,"24,508",-10.91,803.0,-3.00,"1,581",-12.22,51.8,-4.43,"1,256",-4.12,41.2,4.57,"4,088",4.74,134.0,14.04,"78,818",-4.04,"2,582.5",4.48,"50,367",-3.59,"1,650.3",4.97,"28,451",-4.83,932.2,3.61,"305,643",0.81,"10,014.5",9.76,"169,157",3.53,"5,542.5",12.72,"45,175",0.41,"1,480.2",9.33,"37,793",0.98,"1,238.3",9.94,"23,511",0.15,770.4,9.04,"1,953",7.43,64.0,17.00,"24,425",16.24,800.3,26.55,"64,198",36.41,"2,103.5",48.52,"60,494",39.78,"1,982.1",52.19,264,-7.69,8.6,0.00,"4,723",-6.31,154.7,1.98,"18,593",9.15,609.2,18.82,"3,388",-13.73,111.0,-6.09
2008M06,"738,945",11.26,"24,339.5",21.22,"4,519",15.10,148.8,25.36,"3,989",25.44,131.4,36.73,"1,200",7.72,39.5,17.21,"2,052",18.07,67.6,28.76,"70,421",54.07,"2,319.5",67.87,"54,897",44.13,"1,808.2",57.04,"59,092",12.47,"1,946.4",22.55,"51,776",12.06,"1,705.4",22.10,"7,316",15.43,241.0,25.78,"2,863",2.87,94.3,12.13,653,-22.72,21.5,-16.02,"29,290",-12.21,964.8,-4.34,"21,764",-12.80,716.9,-4.98,"1,812",-11.57,59.7,-3.55,"1,167",-8.33,38.5,0.00,"3,987",-2.04,131.3,6.75,"79,919",-0.17,"2,632.4",8.77,"51,426",0.11,"1,693.9",9.09,"28,493",-0.69,938.5,8.21,"308,200",-1.28,"10,151.5",7.56,"168,250",-2.60,"5,541.8",6.12,"45,328",10.69,"1,493.0",20.61,"36,524",-9.83,"1,203.0",-1.75,"26,759",17.34,881.4,27.85,"2,083",11.33,68.6,21.20,"27,476",38.94,905.0,51.39,"69,708",48.30,"2,296.1",61.58,"65,903",52.07,"2,170.7",65.69,267,26.54,8.8,37.50,"4,557",-0.46,150.1,8.45,"18,944",25.26,624.0,36.48,"3,456",-4.69,113.8,3.83
2008M07,"693,784",0.03,"22,859.5",7.91,"4,433",8.55,146.1,17.16,"3,992",14.48,131.5,23.47,"1,326",15.61,43.7,24.86,"1,850",-3.60,60.9,3.92,"52,003",62.44,"1,713.5",75.24,"46,293",17.74,"1,525.3",27.01,"55,718",1.97,"1,835.9",10.01,"49,040",1.94,"1,615.8",9.97,"6,678",2.17,220.0,10.22,"2,477",-7.12,81.6,0.12,622,-21.86,20.5,-15.64,"27,679",-17.04,912.0,-10.51,"20,076",-16.85,661.5,-10.31,"1,929",-17.14,63.6,-10.55,"1,225",-6.63,40.4,0.75,"3,688",-11.94,121.5,-5.00,"76,991",-1.28,"2,536.8",6.50,"49,633",2.34,"1,635.3",10.40,"27,359",-7.23,901.4,0.07,"311,033",-8.10,"10,248.2",-0.86,"177,367",-4.29,"5,844.1",3.25,"42,753",-8.56,"1,408.7",-1.36,"33,304",-23.31,"1,097.3",-17.27,"25,935",-4.44,854.5,3.09,"1,852",-5.27,61.0,2.18,"21,340",-11.06,703.1,-4.05,"61,517",10.35,"2,026.9",19.04,"57,801",12.44,"1,904.5",21.29,267,-16.56,8.8,-10.20,"4,751",-9.54,156.5,-2.43,"20,838",24.88,686.6,34.71,"3,570",-4.65,117.6,2.89
2008M08,"776,188",10.78,"25,209.1",18.23,"4,991",28.93,162.1,37.61,"4,418",36.95,143.5,46.13,"1,057",57.53,34.3,68.14,"1,927",22.66,62.6,30.96,"73,068",47.62,"2,373.1",57.54,"52,057",22.78,"1,690.7",31.03,"57,781",7.69,"1,876.6",14.93,"50,267",5.87,"1,632.6",12.98,"7,514",21.74,244.0,29.93,"2,554",14.17,83.0,21.88,690,-7.63,22.4,-1.32,"29,167",-3.33,947.3,3.17,"21,448",-0.91,696.6,5.75,"1,870",-13.10,60.7,-7.33,"1,321",-0.08,42.9,6.72,"4,299",2.26,139.6,9.15,"83,731",13.53,"2,719.4",21.16,"53,951",20.46,"1,752.2",28.55,"29,780",2.81,967.2,9.72,"345,475",3.06,"11,220.4",9.99,"195,889",2.41,"6,362.1",9.29,"46,811",6.45,"1,520.3",13.60,"37,943",-11.74,"1,232.3",-5.81,"30,583",34.86,993.3,43.94,"1,928",2.34,62.6,9.25,"23,706",8.15,769.9,15.43,"65,000",10.49,"2,111.1",17.92,"60,860",11.63,"1,976.6",19.14,283,-12.11,9.2,-6.12,"5,190",-0.95,168.6,5.77,"24,173",57.56,785.1,68.15,"3,822",7.03,124.1,14.17
2008M09,"693,145",-5.37,"21,845.1",-1.64,"4,471",32.67,140.9,37.87,"3,948",42.73,124.4,48.27,"1,015",18.02,32.0,22.61,"1,779",2.18,56.1,6.25,"46,023",14.42,"1,450.5",18.93,"43,186",-8.17,"1,361.1",-4.54,"47,935",-11.38,"1,510.7",-7.88,"41,199",-14.12,"1,298.4",-10.74,"6,736",10.17,212.3,14.51,"2,542",-2.38,80.1,1.39,578,-19.50,18.2,-16.51,"28,524",-10.08,899.0,-6.53,"21,203",-7.67,668.2,-4.04,"1,567",-21.26,49.4,-18.08,"1,256",-4.12,39.6,-0.25,"3,872",-9.55,122.0,-6.01,"78,625",5.54,"2,477.9",9.69,"51,439",14.75,"1,621.2",19.28,"27,186",-8.38,856.8,-4.77,"325,092",-8.89,"10,245.6",-5.30,"187,607",-8.27,"5,912.6",-4.66,"40,940",-7.23,"1,290.3",-3.57,"36,764",-20.18,"1,158.7",-17.03,"27,915",3.53,879.8,7.62,"2,016",2.60,63.5,6.54,"25,993",5.87,819.2,10.05,"59,473",-10.55,"1,874.3",-7.03,"55,750",-11.15,"1,757.0",-7.65,270,-6.90,8.5,-3.41,"5,036",-0.26,158.7,3.66,"17,744",3.74,559.2,7.83,"3,740",2.52,117.9,6.60
2008M10,"668,494",-9.83,"20,799.4",-8.32,"4,716",19.15,146.7,21.14,"4,053",19.70,126.1,21.72,"1,002",30.64,31.2,32.77,"1,896",7.36,59.0,9.06,"51,376",15.18,"1,598.5",17.11,"37,801",-16.81,"1,176.1",-15.42,"48,819",-12.59,"1,518.9",-11.12,"41,897",-15.59,"1,303.6",-14.17,"6,922",11.38,215.4,13.25,"2,775",-1.91,86.3,-0.35,577,-34.13,17.9,-33.21,"30,153",-7.71,938.2,-6.16,"22,724",-5.13,707.0,-3.55,"1,560",-22.66,48.5,-21.39,"1,194",-5.54,37.2,-3.88,"3,888",-6.54,121.0,-4.95,"75,672",-1.82,"2,354.5",-0.16,"49,905",7.23,"1,552.7",9.03,"25,767",-15.60,801.7,-14.18,"311,251",-13.61,"9,684.2",-12.16,"177,223",-9.96,"5,514.1",-8.45,"42,033",-1.17,"1,307.8",0.49,"32,620",-37.01,"1,014.9",-35.95,"29,697",-11.00,924.0,-9.50,"1,779",-0.45,55.4,1.28,"23,608",9.32,734.5,11.15,"48,126",-25.36,"1,497.4",-24.11,"44,206",-26.90,"1,375.4",-25.67,282,-8.74,8.8,-6.38,"5,175",-7.80,161.0,-6.29,"20,465",12.62,636.7,14.49,"3,709",-4.99,115.4,-3.43
2008M11,"554,431",-21.62,"16,770.5",-23.32,"4,392",25.31,132.9,22.60,"3,819",30.34,115.5,27.48,"1,014",49.34,30.7,46.19,"2,024",19.98,61.2,17.24,"38,743",-8.90,"1,171.9",-10.88,"29,683",-35.60,897.9,-37.00,"40,695",-23.73,"1,231.0",-25.38,"34,377",-27.70,"1,039.8",-29.27,"6,318",8.80,191.1,6.40,"3,006",7.17,90.9,4.84,574,-23.36,17.4,-25.00,"26,114",-14.97,789.9,-16.83,"19,921",-12.84,602.6,-14.73,"1,534",1.46,46.4,-0.64,"1,223",7.37,37.0,5.11,"3,570",-8.30,108.0,-10.30,"59,719",-13.64,"1,806.4",-15.52,"39,682",-2.58,"1,200.3",-4.70,"20,036",-29.50,606.1,-31.03,"262,476",-23.05,"7,939.4",-24.72,"143,021",-23.73,"4,326.1",-25.39,"40,402",-4.69,"1,222.1",-6.76,"22,826",-50.72,690.4,-51.79,"30,220",-11.37,914.1,-13.30,"1,454",-18.36,44.0,-20.15,"22,003",0.14,665.6,-2.03,"35,329",-44.49,"1,068.6",-45.70,"32,021",-46.41,968.6,-47.58,279,-0.36,8.4,-3.45,"4,950",-6.71,149.7,-8.78,"18,915",-0.67,572.1,-2.84,"3,739",0.75,113.1,-1.39
2008M12,"454,135",-40.13,"13,633.7",-41.93,"3,932",-22.58,118.1,-24.87,"3,517",-22.86,105.6,-25.16,727,-7.15,21.8,-9.92,"2,238",9.01,67.2,5.66,"23,316",-60.46,700.0,-61.64,"25,901",-50.98,777.6,-52.45,"35,063",-35.93,"1,052.6",-37.85,"30,172",-37.21,905.8,-39.09,"4,891",-26.73,146.8,-28.94,"2,177",-19.82,65.4,-22.14,551,-38.85,16.5,-40.86,"23,523",-26.84,706.2,-29.03,"17,349",-26.33,520.8,-28.55,"1,638",-9.20,49.2,-11.83,"1,168",-16.27,35.1,-18.75,"2,868",-37.48,86.1,-39.37,"56,148",-30.67,"1,685.6",-32.75,"38,914",-24.03,"1,168.2",-26.32,"17,234",-42.10,517.4,-43.83,"211,757",-38.70,"6,357.2",-40.54,"108,033",-41.64,"3,243.3",-43.39,"35,479",-28.00,"1,065.1",-30.16,"18,316",-58.44,549.9,-59.69,"27,181",-16.47,816.0,-18.98,"1,243",-39.84,37.3,-41.63,"22,125",-9.40,664.2,-12.12,"23,944",-64.47,718.8,-65.54,"20,118",-68.20,604.0,-69.15,318,27.20,9.5,23.38,"4,189",-24.81,125.8,-27.03,"14,506",-21.77,435.5,-24.12,"3,306",-17.66,99.3,-20.11
2009M01,"408,862",-42.92,"12,367.3",-44.12,"4,453",1.71,134.7,-0.44,"4,130",8.68,124.9,6.39,814,-3.44,24.6,-5.75,"1,696",-11.71,51.3,-13.64,"28,383",-41.19,858.5,-42.44,"22,552",-52.05,682.2,-53.07,"30,698",-43.61,928.5,-44.80,"26,848",-44.38,812.1,-45.56,"3,850",-37.58,116.5,-38.88,"1,779",-14.22,53.8,-16.07,460,-33.24,13.9,-34.74,"18,879",-33.06,571.1,-34.48,"13,290",-34.43,402.0,-35.81,"1,813",-8.99,54.8,-11.04,"1,009",-17.09,30.5,-18.88,"2,205",-49.94,66.7,-50.99,"45,299",-42.45,"1,370.2",-43.66,"30,848",-36.77,933.1,-38.11,"14,451",-51.69,437.1,-52.72,"185,111",-42.07,"5,599.3",-43.30,"98,051",-44.12,"2,965.9",-45.31,"30,540",-30.61,923.8,-32.08,"16,663",-61.66,504.0,-62.47,"20,222",-21.40,611.7,-23.07,"1,023",-44.31,31.0,-45.42,"26,233",-6.00,793.5,-7.99,"20,598",-69.80,623.0,-70.44,"17,342",-73.04,524.6,-73.61,210,-29.05,6.3,-31.52,"3,891",-23.71,117.7,-25.32,"14,800",-36.54,447.7,-37.88,"3,068",-21.37,92.8,-23.05
2009M02,"424,705",-24.60,"12,587.6",-28.58,"3,706",10.66,109.8,4.77,"3,333",11.92,98.8,6.01,803,37.50,23.8,30.05,"1,593",32.31,47.2,25.20,"32,230",-27.87,955.3,-31.67,"32,256",-26.34,956.0,-30.23,"36,485",-16.37,"1,081.3",-20.78,"32,253",-16.53,955.9,-20.93,"4,232",-15.12,125.4,-19.62,"1,808",2.49,53.6,-2.90,435,-12.83,12.9,-17.31,"19,326",-13.39,572.8,-17.96,"14,612",-9.34,433.1,-14.12,"1,151",-10.84,34.1,-15.59,843,-3.55,25.0,-8.76,"2,522",-23.18,74.7,-27.26,"44,421",-24.39,"1,316.6",-28.38,"30,291",-20.83,897.8,-25.01,"14,130",-31.03,418.8,-34.66,"181,726",-27.31,"5,386.1",-31.15,"104,270",-26.26,"3,090.4",-30.15,"23,013",-27.50,682.1,-31.32,"17,387",-44.92,515.3,-47.82,"19,036",-10.32,564.2,-15.04,"1,112",-17.08,33.0,-21.43,"19,502",9.00,578.0,3.25,"24,324",-52.26,720.9,-54.78,"22,039",-54.37,653.2,-56.77,313,15.50,9.3,9.41,"2,847",-21.16,84.4,-25.31,"19,879",23.49,589.2,16.97,"2,344",-14.51,69.5,-19.00
2009M03,"539,571",-28.01,"15,563.0",-35.79,"3,221",-14.88,92.9,-24.10,"2,800",-9.88,80.7,-19.70,941,-5.81,27.1,-16.10,"2,255",-1.14,65.1,-11.79,"24,100",-48.22,695.1,-53.82,"33,573",-39.88,968.4,-46.38,"46,140",-22.51,"1,330.8",-30.89,"40,673",-22.74,"1,173.1",-31.10,"5,468",-20.78,157.7,-29.35,"2,691",-12.40,77.6,-21.85,519,-33.46,15.0,-40.48,"29,041",-13.54,837.6,-22.89,"22,002",-12.92,634.6,-22.34,"1,669",14.47,48.1,1.91,"1,149",-14.38,33.1,-23.73,"3,399",-25.83,98.1,-33.81,"55,331",-32.25,"1,595.9",-39.58,"35,470",-31.35,"1,023.1",-38.77,"19,861",-33.81,572.9,-40.97,"237,077",-28.59,"6,838.1",-36.31,"134,802",-25.86,"3,888.1",-33.88,"31,416",-32.00,906.1,-39.36,"23,297",-49.11,672.0,-54.62,"22,836",-10.72,658.7,-20.38,"1,551",-20.75,44.7,-29.38,"29,775",15.80,858.8,3.27,"35,146",-50.70,"1,013.7",-56.03,"31,717",-53.04,914.8,-58.12,386,15.57,11.1,2.78,"4,264",-10.59,123.0,-20.23,"30,949",42.62,892.7,27.20,"3,202",-11.77,92.3,-21.38
2009M04,"499,031",-26.86,"14,843.3",-34.28,"3,079",-13.12,91.6,-21.91,"2,609",-10.00,77.6,-19.17,933,-9.06,27.7,-18.53,"2,084",-0.43,62.0,-10.53,"24,303",-41.49,722.9,-47.43,"33,526",-32.88,997.2,-39.69,"43,808",-20.13,"1,303.0",-28.23,"38,909",-19.15,"1,157.3",-27.36,"4,899",-27.12,145.7,-34.52,"2,511",-16.13,74.7,-24.62,547,-21.97,16.3,-29.74,"27,353",-12.97,813.6,-21.79,"21,141",-11.91,628.8,-20.85,"1,303",-14.05,38.8,-22.71,951,-23.12,28.3,-30.81,"3,378",-13.41,100.5,-22.15,"48,740",-35.80,"1,449.7",-42.32,"29,944",-37.96,890.7,-44.25,"18,796",-32.04,559.1,-38.93,"237,381",-21.04,"7,060.7",-29.05,"143,866",-12.50,"4,279.2",-21.37,"27,761",-34.50,825.7,-41.15,"23,266",-38.47,692.0,-44.72,"20,793",-18.79,618.5,-27.02,"1,515",-24.17,45.0,-31.92,"17,975",-23.64,534.7,-31.38,"33,948",-46.62,"1,009.7",-52.03,"31,205",-48.32,928.2,-53.56,210,-2.78,6.2,-13.89,"3,735",-20.11,111.1,-28.18,"14,780",-28.44,439.6,-35.70,"2,648",-23.69,78.8,-31.42
2009M05,"536,746",-25.45,"16,172.0",-31.45,"3,180",-20.97,95.8,-27.37,"2,629",-25.29,79.2,-31.31,"1,177",16.65,35.5,7.25,"2,274",12.30,68.5,3.16,"28,876",-55.19,870.0,-58.79,"40,102",-23.63,"1,208.2",-29.78,"46,163",-20.95,"1,390.9",-27.31,"40,758",-21.04,"1,228.0",-27.39,"5,406",-20.24,162.9,-26.65,"2,529",-20.70,76.2,-27.08,511,-26.26,15.4,-32.16,"27,907",-12.64,840.8,-19.66,"21,290",-13.13,641.5,-20.11,"1,109",-29.85,33.4,-35.52,988,-21.34,29.8,-27.67,"4,180",2.25,126.0,-5.97,"50,797",-35.55,"1,530.5",-40.74,"31,434",-37.59,947.1,-42.61,"19,363",-31.94,583.4,-37.42,"247,656",-18.97,"7,461.8",-25.49,"149,591",-11.57,"4,507.1",-18.68,"27,777",-38.51,836.9,-43.46,"23,258",-38.46,700.8,-43.41,"24,237",3.09,730.2,-5.22,"1,395",-28.57,42.0,-34.38,"19,044",-22.03,573.8,-28.30,"40,376",-37.11,"1,216.5",-42.17,"37,528",-37.96,"1,130.7",-42.95,202,-23.48,6.1,-29.07,"3,826",-18.99,115.3,-25.47,"17,161",-7.70,517.1,-15.12,"2,869",-15.32,86.4,-22.16
2009M06,"553,391",-25.11,"16,944.0",-30.38,"3,154",-30.21,96.6,-35.08,"2,683",-32.74,82.1,-37.52,"1,243",3.58,38.1,-3.54,"2,331",13.60,71.4,5.62,"38,483",-45.35,"1,178.3",-49.20,"38,103",-30.59,"1,166.7",-35.48,"46,365",-21.54,"1,419.6",-27.07,"41,306",-20.22,"1,264.7",-25.84,"5,059",-30.85,154.9,-35.73,"1,968",-31.26,60.3,-36.06,460,-29.56,14.1,-34.42,"25,715",-12.21,787.3,-18.40,"19,175",-11.90,587.1,-18.11,"1,264",-30.24,38.7,-35.18,999,-14.40,30.6,-20.52,"4,008",0.53,122.7,-6.55,"51,107",-36.05,"1,564.8",-40.56,"33,025",-35.78,"1,011.2",-40.30,"18,083",-36.54,553.7,-41.00,"256,631",-16.73,"7,857.7",-22.60,"149,555",-11.11,"4,579.1",-17.37,"30,759",-32.14,941.8,-36.92,"26,881",-26.40,823.0,-31.59,"27,485",2.71,841.5,-4.53,"1,449",-30.44,44.4,-35.28,"18,169",-33.87,556.3,-38.53,"42,533",-38.98,"1,302.3",-43.28,"39,229",-40.47,"1,201.1",-44.67,298,11.61,9.1,3.41,"3,923",-13.91,120.1,-19.99,"18,197",-3.94,557.2,-10.71,"2,629",-23.93,80.5,-29.26
