期間,日平均數_原始值,日平均數_年增率(%),日平均數_原始值,日平均數_年增率(%),日平均數_原始值,日平均數_年增率(%),日平均數_原始值,日平均數_年增率(%),日平均數_原始值,日平均數_年增率(%),日平均數_原始值,日平均數_年增率(%),日平均數_原始值,日平均數_年增率(%),日平均數_原始值,日平均數_年增率(%),日平均數_原始值,日平均數_年增率(%),日平均數_原始值,日平均數_年增率(%),日平均數_原始值,日平均數_年增率(%),日平均數_原始值,日平均數_年增率(%),日平均數_原始值,日平均數_年增率(%),日平均數_原始值,日平均數_年增率(%),日平均數_原始值,日平均數_年增率(%),月底數_原始值,月底數_年增率(%),月底數_原始值,月底數_年增率(%),月底數_原始值,月底數_年增率(%),月底數_原始值,月底數_年增率(%),月底數_原始值,月底數_年增率(%),月底數_原始值,月底數_年增率(%),月底數_原始值,月底數_年增率(%),月底數_原始值,月底數_年增率(%),月底數_原始值,月底數_年增率(%),月底數_原始值,月底數_年增率(%),月底數_原始值,月底數_年增率(%),月底數_原始值,月底數_年增率(%),月底數_原始值,月底數_年增率(%),月底數_原始值,月底數_年增率(%),月底數_原始值,月底數_年增率(%)
2011M01,"1,069,616",14.22,"10,420,179",8.88,"352,708",11.41,"2,877,391",9.96,"7,190,080",8.33,"19,639,464",3.56,"11,941,504",2.77,"2,549,567",7.01,"4,563,078",2.16,"244,287",19.49,"339,492",17.65,"1,536",-17.29,"4,299,715",11.11,"11,489,795",9.35,"31,129,259",5.63,"1,265,273",35.43,"10,425,795",8.60,"369,306",3.36,"2,766,319",4.65,"7,290,170",10.46,"19,669,350",3.97,"11,983,159",3.09,"2,478,887",7.02,"4,605,369",3.23,"264,314",25.20,"336,085",10.14,"1,536",-14.09,"4,400,898",11.84,"11,691,068",10.98,"31,360,418",6.47
2011M02,"1,199,109",8.77,"10,428,185",9.47,"338,763",7.94,"2,786,457",8.26,"7,302,965",10.02,"19,797,491",4.46,"12,056,622",3.54,"2,518,204",10.36,"4,634,169",2.83,"250,998",20.33,"336,019",8.82,"1,479",-19.05,"4,324,329",8.37,"11,627,294",9.40,"31,424,785",6.24,"1,103,916",4.20,"10,452,103",9.57,"374,103",10.57,"2,832,177",10.28,"7,245,823",9.25,"19,781,107",4.15,"12,124,132",4.05,"2,459,276",7.39,"4,623,702",2.04,"235,633",14.55,"336,936",7.66,"1,428",-22.73,"4,310,196",8.68,"11,556,019",9.03,"31,337,126",5.90
2011M03,"1,093,045",7.84,"10,388,562",9.36,"323,020",10.31,"2,826,909",10.94,"7,238,633",8.72,"19,890,394",4.25,"12,149,985",4.10,"2,531,188",7.57,"4,626,562",2.03,"244,753",20.95,"336,453",6.54,"1,453",-20.64,"4,242,974",10.08,"11,481,607",9.22,"31,372,001",6.02,"1,068,530",9.41,"10,415,121",9.06,"328,395",5.48,"2,902,428",11.32,"7,184,298",8.33,"19,866,051",4.25,"12,171,870",4.04,"2,491,298",7.29,"4,609,774",2.08,"253,305",27.16,"338,339",6.23,"1,465",-23.42,"4,299,353",10.38,"11,483,651",9.09,"31,349,702",5.97
2011M04,"1,082,194",9.28,"10,363,666",8.05,"319,469",7.23,"2,805,013",8.70,"7,239,184",7.84,"20,040,050",4.79,"12,233,633",4.57,"2,579,852",8.90,"4,624,010",2.12,"251,231",22.76,"349,778",9.15,"1,546",-24.07,"4,206,676",8.73,"11,445,860",8.17,"31,485,910",6.00,"1,062,144",9.81,"10,390,817",7.44,"369,871",18.41,"2,805,528",5.90,"7,215,418",7.54,"20,096,564",5.54,"12,310,382",5.11,"2,559,303",12.27,"4,609,499",2.33,"249,159",12.69,"366,636",13.70,"1,585",-26.59,"4,237,543",7.86,"11,452,961",7.66,"31,549,525",6.30
2011M05,"1,075,144",9.28,"10,400,526",7.87,"324,693",3.92,"2,843,766",6.40,"7,232,067",8.64,"20,104,563",5.20,"12,325,123",4.99,"2,569,575",12.24,"4,613,918",2.30,"244,495",2.59,"349,928",5.40,"1,524",-21.28,"4,243,603",6.92,"11,475,670",8.00,"31,580,233",6.20,"1,051,058",9.07,"10,323,593",7.92,"332,178",1.75,"2,817,061",5.67,"7,174,354",9.14,"19,982,287",4.53,"12,326,681",4.81,"2,479,689",9.35,"4,596,587",2.33,"240,121",-5.64,"337,772",-0.94,"1,437",-17.79,"4,200,297",6.18,"11,374,651",8.02,"31,356,938",5.77
2011M06,"1,073,738",9.10,"10,342,172",7.95,"318,492",1.92,"2,845,487",6.41,"7,178,193",8.87,"20,102,519",4.97,"12,344,610",4.83,"2,564,713",12.78,"4,614,588",2.45,"242,172",-4.01,"335,014",-2.52,"1,422",-24.04,"4,237,717",6.72,"11,415,910",8.06,"31,518,429",6.07,"1,054,706",9.21,"10,376,129",7.20,"339,598",1.44,"2,963,079",7.57,"7,073,452",7.34,"20,099,270",5.14,"12,384,528",4.89,"2,544,049",14.22,"4,592,806",2.43,"244,222",-2.34,"332,256",-4.07,"1,409",-21.02,"4,357,383",7.46,"11,430,835",7.38,"31,530,105",5.94
2011M07,"1,078,393",9.60,"10,394,959",7.40,"331,605",4.03,"2,883,671",6.84,"7,179,683",7.79,"20,239,299",5.48,"12,421,444",5.09,"2,568,952",14.51,"4,651,548",2.63,"252,451",0.30,"343,510",1.62,"1,394",-21.24,"4,293,669",7.30,"11,473,352",7.60,"31,712,651",6.24,"1,061,626",10.05,"10,516,442",7.09,"392,990",6.27,"2,889,013",7.02,"7,234,439",7.17,"20,256,239",5.69,"12,410,232",5.26,"2,585,713",14.61,"4,644,733",2.44,"260,167",2.75,"354,061",7.21,"1,333",-20.75,"4,343,629",7.68,"11,578,068",7.36,"31,834,307",6.29
2011M08,"1,078,025",9.78,"10,594,440",7.21,"330,618",1.21,"3,004,716",10.32,"7,259,106",6.26,"20,269,692",5.44,"12,398,334",5.27,"2,588,059",11.75,"4,656,263",2.74,"271,635",-1.05,"354,073",9.86,"1,328",-20.86,"4,413,359",9.45,"11,672,465",7.44,"31,942,157",6.16,"1,060,743",10.32,"10,615,963",6.46,"339,190",0.76,"3,040,112",7.09,"7,236,661",6.48,"20,118,088",5.17,"12,371,651",5.28,"2,475,044",9.74,"4,633,587",2.70,"282,386",-4.12,"354,084",12.47,"1,336",-14.69,"4,440,045",7.33,"11,676,706",6.80,"31,794,794",5.76
2011M09,"1,085,904",10.08,"10,588,368",5.91,"331,795",5.08,"2,995,847",8.83,"7,260,726",4.78,"20,244,348",5.61,"12,435,320",6.05,"2,538,034",9.01,"4,648,530",2.66,"275,370",-4.38,"345,703",15.86,"1,391",-12.46,"4,413,546",8.84,"11,674,272",6.28,"31,918,620",5.85,"1,064,758",9.94,"10,533,919",5.09,"332,134",3.39,"3,003,911",10.10,"7,197,874",3.21,"20,294,832",5.86,"12,482,423",6.62,"2,571,065",7.80,"4,634,133",2.63,"268,355",-4.66,"337,322",19.65,"1,534",9.65,"4,400,803",9.52,"11,598,677",5.52,"31,893,509",5.73
2011M10,"1,086,238",9.80,"10,487,021",4.65,"329,079",4.02,"2,928,364",7.07,"7,229,578",3.73,"20,468,552",5.79,"12,569,807",6.87,"2,647,854",6.34,"4,652,646",2.66,"261,361",-2.55,"335,346",13.65,"1,538",-12.21,"4,343,681",7.50,"11,573,259",5.12,"32,041,811",5.54,"1,072,289",10.19,"10,493,189",4.12,"336,442",-6.53,"2,952,021",8.00,"7,204,726",3.15,"20,478,616",5.64,"12,611,317",6.90,"2,633,762",5.12,"4,643,769",2.79,"254,803",-0.38,"333,494",8.49,"1,471",-13.42,"4,360,752",7.24,"11,565,478",4.66,"32,044,094",5.28
2011M11,"1,095,082",10.23,"10,486,907",3.63,"326,974",3.36,"2,923,612",5.33,"7,236,321",2.97,"20,563,699",5.59,"12,658,951",7.07,"2,650,111",3.06,"4,657,970",2.99,"250,760",5.04,"344,336",8.86,"1,571",-11.89,"4,345,668",6.37,"11,581,989",4.22,"32,145,688",5.10,"1,075,582",10.31,"10,515,680",3.27,"339,920",1.18,"3,019,701",6.50,"7,156,059",2.07,"20,528,759",5.93,"12,682,923",7.23,"2,599,933",3.99,"4,642,330",3.09,"246,716",11.29,"355,177",9.22,"1,680",-4.44,"4,435,203",6.96,"11,591,262",3.89,"32,120,021",5.18
2011M12,"1,107,609",10.56,"10,554,344",2.83,"342,338",3.04,"2,979,514",4.52,"7,232,492",2.13,"20,633,070",5.87,"12,703,302",7.36,"2,683,227",3.89,"4,663,356",3.30,"229,344",3.16,"352,215",5.27,"1,626",-8.96,"4,429,461",5.85,"11,661,953",3.51,"32,295,023",5.01,"1,107,344",11.20,"10,722,872",2.50,"407,865",15.62,"3,013,953",2.69,"7,301,054",1.78,"20,621,704",5.77,"12,722,399",7.32,"2,678,404",4.01,"4,656,799",3.52,"213,058",-4.43,"349,438",1.56,"1,606",14.06,"4,529,162",5.73,"11,830,216",3.26,"32,451,920",4.84
2012M01,"1,268,820",18.62,"10,664,810",2.35,"357,876",1.47,"2,854,312",-0.80,"7,452,622",3.65,"20,822,058",6.02,"12,771,102",6.95,"2,701,866",5.97,"4,756,453",4.24,"232,073",-5.00,"359,014",5.75,"1,550",0.91,"4,481,008",4.22,"11,933,630",3.86,"32,755,688",5.22,"1,323,070",4.57,"10,692,452",2.56,"333,519",-9.69,"2,854,711",3.20,"7,504,222",2.94,"20,954,654",6.53,"12,761,863",6.50,"2,779,946",12.14,"4,793,387",4.08,"249,898",-5.45,"367,992",9.49,"1,568",2.08,"4,511,300",2.51,"12,015,522",2.78,"32,970,176",5.13
2012M02,"1,234,506",2.95,"10,722,663",2.82,"322,081",-4.92,"2,817,987",1.13,"7,582,595",3.83,"21,014,445",6.15,"12,871,499",6.76,"2,746,657",9.07,"4,815,609",3.92,"230,771",-8.06,"348,327",3.66,"1,582",6.96,"4,374,574",1.16,"11,957,169",2.84,"32,971,614",4.92,"1,184,981",7.34,"10,750,404",2.85,"337,094",-9.89,"2,986,723",5.46,"7,426,587",2.49,"20,951,150",5.91,"12,893,770",6.35,"2,714,674",10.39,"4,803,580",3.89,"210,279",-10.76,"327,258",-2.87,"1,589",11.27,"4,508,798",4.61,"11,935,385",3.28,"32,886,535",4.94
2012M03,"1,183,861",8.31,"10,695,970",2.96,"317,571",-1.69,"2,857,596",1.09,"7,520,803",3.90,"21,076,984",5.97,"12,949,055",6.58,"2,750,132",8.65,"4,824,589",4.28,"212,302",-13.26,"339,373",0.87,"1,533",5.51,"4,359,028",2.74,"11,879,831",3.47,"32,956,815",5.05,"1,159,951",8.56,"10,737,238",3.09,"362,878",10.50,"2,906,955",0.16,"7,467,405",3.94,"21,060,284",6.01,"12,967,759",6.54,"2,713,284",8.91,"4,812,834",4.40,"214,198",-15.44,"350,731",3.66,"1,478",0.89,"4,429,784",3.03,"11,897,189",3.60,"32,957,473",5.13
2012M04,"1,172,880",8.38,"10,704,501",3.29,"326,891",2.32,"2,912,527",3.83,"7,465,083",3.12,"21,095,080",5.26,"12,969,297",6.01,"2,722,957",5.55,"4,827,565",4.40,"214,111",-14.78,"359,645",2.82,"1,505",-2.65,"4,412,298",4.89,"11,877,381",3.77,"32,972,461",4.72,"1,151,192",8.38,"10,688,448",2.86,"337,252",-8.82,"2,937,332",4.70,"7,413,864",2.75,"21,090,930",4.95,"12,982,485",5.46,"2,705,152",5.70,"4,819,265",4.55,"214,026",-14.10,"368,559",0.52,"1,443",-8.96,"4,425,776",4.44,"11,839,640",3.38,"32,930,570",4.38
2012M05,"1,165,727",8.43,"10,681,679",2.70,"330,051",1.65,"2,940,886",3.42,"7,410,742",2.47,"21,120,970",5.06,"12,999,560",5.47,"2,726,674",6.11,"4,829,929",4.68,"210,067",-14.08,"353,798",1.11,942,-38.19,"4,436,664",4.55,"11,847,406",3.24,"32,968,376",4.40,"1,141,533",8.61,"10,667,727",3.33,"334,162",0.60,"2,990,416",6.15,"7,343,149",2.35,"21,003,954",5.11,"12,956,880",5.11,"2,687,189",8.37,"4,813,192",4.71,"206,195",-14.13,"339,959",0.65,539,-62.49,"4,466,111",6.33,"11,809,260",3.82,"32,813,214",4.64
2012M06,"1,166,240",8.61,"10,613,212",2.62,"327,360",2.78,"2,935,298",3.16,"7,350,554",2.40,"21,060,277",4.76,"12,947,221",4.88,"2,735,099",6.64,"4,828,074",4.63,"205,266",-15.24,"344,096",2.71,521,-63.36,"4,428,898",4.51,"11,779,452",3.18,"32,839,729",4.19,"1,151,678",9.19,"10,668,018",2.81,"382,767",12.71,"2,981,239",0.61,"7,304,012",3.26,"21,033,625",4.65,"12,940,323",4.49,"2,723,986",7.07,"4,816,212",4.86,"204,340",-16.33,"348,232",4.81,532,-62.24,"4,515,684",3.63,"11,819,696",3.40,"32,853,321",4.20
2012M07,"1,168,600",8.36,"10,635,406",2.31,"329,168",-0.73,"2,969,880",2.99,"7,336,358",2.18,"21,112,467",4.31,"12,938,026",4.16,"2,742,050",6.74,"4,869,992",4.70,"215,188",-14.76,"346,704",0.93,507,-63.63,"4,467,648",4.05,"11,804,006",2.88,"32,916,473",3.80,"1,148,551",8.19,"10,773,518",2.44,"351,159",-10.64,"3,077,535",6.53,"7,344,824",1.53,"21,005,273",3.70,"12,911,574",4.04,"2,642,223",2.19,"4,880,357",5.07,"225,359",-13.38,"345,271",-2.48,489,-63.32,"4,577,245",5.38,"11,922,069",2.97,"32,927,342",3.43
2012M08,"1,171,048",8.63,"10,820,137",2.13,"332,482",0.56,"3,013,490",0.29,"7,474,165",2.96,"21,128,679",4.24,"12,929,710",4.29,"2,738,059",5.80,"4,899,631",5.23,"222,140",-18.22,"338,624",-4.36,515,-61.22,"4,517,020",2.35,"11,991,185",2.73,"33,119,864",3.69,"1,149,496",8.37,"10,894,608",2.62,"329,743",-2.79,"3,063,714",0.78,"7,501,151",3.65,"21,122,090",4.99,"12,935,745",4.56,"2,744,211",10.88,"4,890,063",5.54,"219,122",-22.40,"332,392",-6.13,557,-58.31,"4,542,953",2.32,"12,044,104",3.15,"33,166,194",4.31
2012M09,"1,171,462",7.88,"10,893,748",2.88,"330,287",-0.45,"3,024,055",0.94,"7,539,406",3.84,"21,116,228",4.31,"12,929,442",3.97,"2,771,166",9.19,"4,903,364",5.48,"207,088",-24.80,"304,625",-11.88,543,-60.96,"4,525,804",2.54,"12,065,210",3.35,"33,181,438",3.96,"1,163,133",9.24,"10,897,675",3.45,"380,395",14.53,"2,992,030",-0.40,"7,525,250",4.55,"21,014,538",3.55,"12,923,112",3.53,"2,720,429",5.81,"4,898,554",5.71,"195,053",-27.32,"276,857",-17.93,533,-65.25,"4,535,558",3.06,"12,060,808",3.98,"33,075,346",3.71
2012M10,"1,178,673",8.51,"10,807,276",3.05,"321,290",-2.37,"2,983,353",1.88,"7,502,633",3.78,"21,111,038",3.14,"12,930,546",2.87,"2,793,774",5.51,"4,908,279",5.49,"198,005",-24.24,"279,844",-16.55,590,-61.64,"4,483,316",3.21,"11,985,949",3.57,"33,096,987",3.29,"1,161,234",8.29,"10,850,756",3.41,"331,397",-1.50,"3,061,681",3.71,"7,457,678",3.51,"21,071,683",2.90,"12,942,101",2.62,"2,748,238",4.35,"4,897,277",5.46,"200,772",-21.21,"282,645",-15.25,650,-55.81,"4,554,312",4.44,"12,011,990",3.86,"33,083,673",3.24
2012M11,"1,186,781",8.37,"10,818,282",3.16,"324,297",-0.82,"2,994,901",2.44,"7,499,084",3.63,"21,188,240",3.04,"12,964,081",2.41,"2,828,260",6.72,"4,917,791",5.58,"201,813",-19.52,"275,674",-19.94,621,-60.47,"4,505,979",3.69,"12,005,063",3.65,"33,193,303",3.26,"1,173,606",9.11,"10,894,858",3.61,"328,730",-3.29,"3,072,082",1.73,"7,494,046",4.72,"21,174,436",3.15,"12,980,083",2.34,"2,813,453",8.21,"4,908,746",5.74,"202,855",-17.78,"268,703",-24.35,596,-64.52,"4,574,418",3.14,"12,068,464",4.12,"33,242,900",3.50
2012M12,"1,203,388",8.65,"11,030,974",4.52,"347,884",1.62,"3,087,088",3.61,"7,596,002",5.03,"21,244,656",2.96,"12,974,766",2.14,"2,896,524",7.95,"4,924,852",5.61,"200,990",-12.36,"246,936",-29.89,588,-63.84,"4,638,360",4.72,"12,234,362",4.91,"33,479,018",3.67,"1,203,212",8.66,"11,215,168",4.59,"410,493",0.64,"3,128,026",3.78,"7,676,649",5.14,"21,156,024",2.59,"12,930,079",1.63,"2,875,311",7.35,"4,924,124",5.74,"199,244",-6.48,"226,680",-35.13,586,-63.51,"4,741,731",4.69,"12,418,380",4.97,"33,574,404",3.46
2013M01,"1,237,176",-2.49,"11,170,769",4.74,"354,377",-0.98,"3,155,613",10.56,"7,660,779",2.79,"21,327,011",2.43,"12,980,857",1.64,"2,934,575",8.61,"4,980,326",4.71,"194,452",-16.21,"236,219",-34.20,582,-62.45,"4,747,166",5.94,"12,407,945",3.97,"33,734,956",2.99,"1,277,130",-3.47,"11,274,337",5.44,"362,418",8.66,"3,221,065",12.83,"7,690,854",2.49,"21,376,185",2.01,"12,979,019",1.70,"2,936,920",5.65,"5,024,395",4.82,"189,961",-23.98,"245,303",-33.34,587,-62.56,"4,860,613",7.74,"12,551,467",4.46,"33,927,652",2.90
2013M02,"1,435,101",16.25,"11,199,143",4.44,"346,727",7.65,"3,041,468",7.93,"7,810,948",3.01,"21,502,731",2.32,"13,019,464",1.15,"2,997,635",9.14,"5,052,074",4.91,"190,290",-17.54,"242,685",-30.33,583,-63.15,"4,823,296",10.26,"12,634,244",5.66,"34,136,975",3.53,"1,359,900",14.76,"11,271,280",4.85,"384,610",14.10,"3,076,482",3.01,"7,810,188",5.17,"21,484,835",2.55,"13,022,728",1.00,"2,976,055",9.63,"5,055,142",5.24,"190,671",-9.32,"239,664",-26.77,575,-63.81,"4,820,992",6.92,"12,631,180",5.83,"34,116,015",3.74
2013M03,"1,315,456",11.12,"11,280,190",5.46,"338,430",6.57,"3,121,617",9.24,"7,820,143",3.98,"21,605,601",2.51,"13,040,119",0.70,"3,064,433",11.43,"5,069,924",5.09,"189,490",-10.75,"241,061",-28.97,574,-62.56,"4,775,503",9.55,"12,595,646",6.03,"34,201,247",3.78,"1,300,848",12.15,"11,352,941",5.73,"371,512",2.38,"3,141,263",8.06,"7,840,166",4.99,"21,574,992",2.44,"13,066,919",0.76,"3,016,348",11.17,"5,060,376",5.14,"188,384",-12.05,"242,372",-30.90,593,-59.88,"4,813,623",8.66,"12,653,789",6.36,"34,228,781",3.86
2013M04,"1,296,635",10.55,"11,260,040",5.19,"335,189",2.54,"3,131,310",7.51,"7,793,541",4.40,"21,637,886",2.57,"13,085,627",0.90,"3,039,078",11.61,"5,078,030",5.19,"189,546",-11.47,"244,998",-31.88,607,-59.67,"4,763,134",7.95,"12,556,675",5.72,"34,194,561",3.71,"1,287,663",11.85,"11,320,758",5.92,"343,537",1.86,"3,208,323",9.23,"7,768,898",4.79,"21,664,190",2.72,"13,094,434",0.86,"3,063,471",13.25,"5,067,339",5.15,"190,710",-10.89,"247,625",-32.81,611,-57.66,"4,839,523",9.35,"12,608,421",6.49,"34,272,611",4.08
2013M05,"1,288,873",10.56,"11,392,155",6.65,"338,184",2.46,"3,188,619",8.42,"7,865,352",6.13,"21,710,472",2.79,"13,107,772",0.83,"3,107,098",13.95,"5,077,788",5.13,"185,508",-11.69,"231,699",-34.51,607,-35.56,"4,815,676",8.54,"12,681,028",7.04,"34,391,500",4.32,"1,284,453",12.52,"11,414,076",7.00,"337,526",1.01,"3,191,470",6.72,"7,885,080",7.38,"21,618,904",2.93,"13,087,574",1.01,"3,069,976",14.24,"5,063,361",5.20,"180,631",-12.40,"216,768",-36.24,594,10.20,"4,813,449",7.78,"12,698,529",7.53,"34,317,433",4.58
2013M06,"1,288,065",10.45,"11,421,119",7.61,"337,825",3.20,"3,202,303",9.10,"7,880,991",7.22,"21,713,561",3.10,"13,087,793",1.09,"3,153,447",15.30,"5,072,704",5.07,"188,826",-8.01,"210,209",-38.91,582,11.71,"4,828,193",9.02,"12,709,184",7.89,"34,422,745",4.82,"1,285,982",11.66,"11,544,957",8.22,"386,218",0.90,"3,310,943",11.06,"7,847,796",7.45,"21,752,561",3.42,"13,141,642",1.56,"3,144,929",15.45,"5,064,736",5.16,"197,020",-3.58,"203,648",-41.52,586,10.15,"4,983,143",10.35,"12,830,939",8.56,"34,583,500",5.27
2013M07,"1,289,261",10.33,"11,533,631",8.45,"341,174",3.65,"3,269,711",10.10,"7,922,746",7.99,"21,876,229",3.62,"13,167,322",1.77,"3,167,669",15.52,"5,118,402",5.10,"204,811",-4.82,"217,422",-37.29,603,18.93,"4,900,146",9.68,"12,822,892",8.63,"34,699,121",5.42,"1,285,419",11.92,"11,678,051",8.40,"354,061",0.83,"3,337,198",8.44,"7,986,792",8.74,"21,879,618",4.16,"13,127,131",1.67,"3,187,586",20.64,"5,121,822",4.95,"212,119",-5.88,"230,334",-33.29,626,28.02,"4,976,678",8.73,"12,963,470",8.74,"34,843,088",5.82
2013M08,"1,291,428",10.28,"11,696,631",8.10,"344,335",3.57,"3,301,408",9.55,"8,050,888",7.72,"21,923,926",3.76,"13,129,941",1.55,"3,207,042",17.13,"5,135,110",4.81,"224,122",0.89,"227,075",-32.94,636,23.50,"4,937,171",9.30,"12,988,059",8.31,"34,911,985",5.41,"1,275,975",11.00,"11,774,736",8.08,"389,950",18.26,"3,318,331",8.31,"8,066,455",7.54,"21,904,002",3.70,"13,118,239",1.41,"3,205,399",16.81,"5,120,350",4.71,"235,376",7.42,"224,020",-32.60,618,10.95,"4,984,256",9.71,"13,050,711",8.36,"34,954,713",5.39
2013M09,"1,296,848",10.70,"11,739,781",7.77,"347,692",5.27,"3,280,349",8.48,"8,111,740",7.59,"21,983,920",4.11,"13,122,511",1.49,"3,287,851",18.65,"5,135,005",4.72,"221,064",6.75,"216,890",-28.80,599,10.31,"4,924,889",8.82,"13,036,629",8.05,"35,020,549",5.54,"1,282,507",10.26,"11,726,166",7.60,"349,494",-8.12,"3,311,696",10.68,"8,064,976",7.17,"21,950,985",4.46,"13,102,659",1.39,"3,303,568",21.44,"5,127,638",4.68,"206,751",6.00,"209,759",-24.24,610,14.45,"4,943,697",9.00,"13,008,673",7.86,"34,959,658",5.70
2013M10,"1,296,734",10.02,"11,718,036",8.43,"335,701",4.49,"3,272,794",9.70,"8,109,541",8.09,"22,066,271",4.52,"13,143,680",1.65,"3,364,222",20.42,"5,138,276",4.69,"205,134",3.60,"214,295",-23.42,664,12.54,"4,905,229",9.41,"13,014,770",8.58,"35,081,041",5.99,"1,283,347",10.52,"11,782,015",8.58,"341,705",3.11,"3,352,691",9.50,"8,087,619",8.45,"22,099,592",4.88,"13,147,725",1.59,"3,398,584",23.66,"5,130,437",4.76,"203,618",1.42,"218,547",-22.68,681,4.77,"4,977,743",9.30,"13,065,362",8.77,"35,164,954",6.29
2013M11,"1,307,335",10.16,"11,760,709",8.71,"341,993",5.46,"3,332,206",11.26,"8,086,510",7.83,"22,132,044",4.45,"13,142,288",1.37,"3,423,701",21.05,"5,147,833",4.68,"206,743",2.44,"210,782",-23.54,697,12.24,"4,981,534",10.55,"13,068,044",8.85,"35,200,088",6.05,"1,298,997",10.68,"11,813,598",8.43,"400,793",21.92,"3,361,016",9.41,"8,051,789",7.44,"22,121,932",4.47,"13,142,554",1.25,"3,428,046",21.84,"5,137,736",4.66,"209,867",3.46,"203,016",-24.45,713,19.63,"5,060,806",10.63,"13,112,595",8.65,"35,234,527",5.99
2013M12,"1,323,695",10.00,"11,950,393",8.33,"356,255",2.41,"3,458,280",12.02,"8,135,858",7.11,"22,131,383",4.17,"13,091,296",0.90,"3,496,187",20.70,"5,147,862",4.53,"199,602",-0.69,"195,726",-20.74,710,20.75,"5,138,230",10.78,"13,274,088",8.50,"35,405,471",5.75,"1,329,651",10.51,"12,141,101",8.26,"380,553",-7.29,"3,548,807",13.45,"8,211,741",6.97,"22,048,111",4.22,"13,054,177",0.96,"3,475,115",20.86,"5,139,278",4.37,"189,981",-4.65,"188,892",-16.67,668,13.99,"5,259,011",10.91,"13,470,752",8.47,"35,518,863",5.79
2014M01,"1,424,924",15.18,"12,214,772",9.35,"376,728",6.31,"3,506,079",11.11,"8,331,965",8.76,"22,110,080",3.67,"13,058,387",0.60,"3,454,897",17.73,"5,216,133",4.73,"181,053",-6.89,"198,937",-15.78,673,15.64,"5,307,731",11.81,"13,639,696",9.93,"35,749,776",5.97,"1,643,560",28.69,"12,150,679",7.77,"415,829",14.74,"3,307,136",2.67,"8,427,714",9.58,"22,186,749",3.79,"13,095,217",0.90,"3,445,481",17.32,"5,264,317",4.78,"172,688",-9.09,"208,353",-15.06,693,18.06,"5,366,525",10.41,"13,794,239",9.90,"35,980,988",6.05
2014M02,"1,518,065",5.78,"12,205,931",8.99,"355,928",2.65,"3,403,928",11.92,"8,446,075",8.13,"22,327,053",3.83,"13,116,101",0.74,"3,521,230",17.47,"5,286,606",4.64,"185,352",-2.59,"217,053",-10.56,711,21.96,"5,277,921",9.43,"13,723,996",8.63,"36,051,049",5.61,"1,433,774",5.43,"12,250,069",8.68,"394,629",2.60,"3,405,699",10.70,"8,449,741",8.19,"22,418,499",4.35,"13,167,294",1.11,"3,535,631",18.80,"5,287,957",4.61,"199,968",4.88,"227,089",-5.25,560,-2.61,"5,234,102",8.57,"13,683,843",8.33,"36,102,342",5.82
2014M03,"1,422,866",8.17,"12,289,769",8.95,"348,726",3.04,"3,468,959",11.13,"8,472,084",8.34,"22,502,695",4.15,"13,164,798",0.96,"3,618,001",18.06,"5,301,305",4.56,"202,087",6.65,"215,951",-10.42,553,-3.66,"5,240,551",9.74,"13,712,635",8.87,"36,215,330",5.89,"1,400,436",7.66,"12,309,956",8.43,"353,964",-4.72,"3,537,795",12.62,"8,418,197",7.37,"22,548,884",4.51,"13,168,640",0.78,"3,679,921",22.00,"5,290,212",4.54,"204,074",8.33,"205,509",-15.21,528,-10.96,"5,292,195",9.94,"13,710,392",8.35,"36,259,276",5.93
2014M04,"1,410,569",8.79,"12,289,084",9.14,"341,819",1.98,"3,479,983",11.14,"8,467,282",8.64,"22,627,734",4.57,"13,218,365",1.01,"3,679,476",21.07,"5,304,855",4.47,"201,592",6.36,"222,940",-9.00,506,-16.64,"5,232,371",9.85,"13,699,653",9.10,"36,327,387",6.24,"1,393,942",8.25,"12,348,268",9.08,"358,053",4.23,"3,553,111",10.75,"8,437,104",8.60,"22,647,905",4.54,"13,241,678",1.12,"3,668,473",19.75,"5,297,767",4.55,"199,109",4.40,"240,370",-2.93,508,-16.86,"5,305,106",9.62,"13,742,210",8.99,"36,390,115",6.18
2014M05,"1,409,615",9.37,"12,304,139",8.01,"352,075",4.11,"3,503,846",9.89,"8,448,218",7.41,"22,711,289",4.61,"13,242,146",1.03,"3,723,132",19.83,"5,308,594",4.55,"203,031",9.45,"233,982",0.99,404,-33.44,"5,265,536",9.34,"13,713,754",8.14,"36,425,043",5.91,"1,397,332",8.79,"12,252,203",7.34,"394,762",16.96,"3,436,676",7.68,"8,420,765",6.79,"22,717,069",5.08,"13,220,591",1.02,"3,759,094",22.45,"5,302,332",4.72,"206,707",14.44,"227,992",5.18,353,-40.57,"5,228,770",8.63,"13,649,535",7.49,"36,366,604",5.97
2014M06,"1,407,377",9.26,"12,249,850",7.26,"351,306",3.99,"3,459,596",8.03,"8,438,948",7.08,"22,741,489",4.73,"13,222,066",1.03,"3,786,984",20.09,"5,310,801",4.69,"201,860",6.90,"219,272",4.31,506,-13.06,"5,218,279",8.08,"13,657,227",7.46,"36,398,716",5.74,"1,398,209",8.73,"12,318,160",6.70,"363,973",-5.76,"3,564,477",7.66,"8,389,710",6.91,"22,727,084",4.48,"13,217,791",0.58,"3,797,749",20.76,"5,303,678",4.72,"197,015",0.00,"210,550",3.39,301,-48.63,"5,326,659",6.89,"13,716,369",6.90,"36,443,453",5.38
